rank;number;rarety_type;ultra_type;fr_name;en_name;jap_name;super_type;energy;pokedex_number;artist;jap_url;list
1;1;Common;;Abo;Ekans;アーボ;Pokémon;Grass;23;Atsuko Nishida;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477710.jpg;ex7
2;2;Common;;Nosférapti;Zubat;ズバット;Pokémon;Grass;41;Miki Tanaka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477711.jpg;ex7
3;3;Common;;Tadmorv;Grimer;ベトベター;Pokémon;Grass;88;Aya Kusube;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477712.jpg;ex7
4;4;Common;;Smogo;Koffing;ドガース;Pokémon;Grass;109;Midori Harada;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477713.jpg;ex7
5;5;Common;;Coxy;Ledyba;レディバ;Pokémon;Grass;165;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477714.jpg;ex7
6;6;Rare Holo;;Coxyclaque;Ledian;レディアン;Pokémon;Grass;166;Kagemaru Himeno;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477715.jpg;ex7
7;7;Common;;Granivol;Hoppip;ハネッコ;Pokémon;Grass;187;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477716.jpg;ex7
8;8;Uncommon;;Floravol;Skiploom;ポポッコ;Pokémon;Grass;188;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477717.jpg;ex7
9;9;Rare Holo;;Cotovol;Jumpluff;ワタッコ;Pokémon;Grass;189;Kyoko Umemoto;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477718.jpg;ex7
10;10;Rare;;Yanma;Yanma;ヤンヤンマ;Pokémon;Grass;193;Tomokazu Komiya;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477719.jpg;ex7
11;11;Ultra;Star;Treecko Star;Treecko Star;キモリ☆;Pokémon;Grass;252;Masakazu Fukuda;https://res.cloudinary.com/dkhwpritu/image/upload/v1557055599/modifs/Capture_d_e%CC%81cran_2019-05-05_a%CC%80_12.58.20.png;ex7
12;12;Rare;;Arbok Obscur;Dark Arbok;わるいアーボック;Pokémon;Grass;24;Nakaoka;https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1477721.jpg;ex7
